Word,SegmentationA,SegmentationB,SegmentationC
zaasekelwa,z-a-sekelw-a,z-a-sekelw-a,za-sekelw-a
zaasetshenziswa,z-a-setshenzisw-a,z-a-setshenzisw-a,za-setshenzisw-a
zaashabalalisa,z-a-shabalalis-a,z-a-shabalalis-a,za-shabalalis-a
zaashaqisa,z-a-shaqis-a,z-a-shaqis-a,za-shaqis-a
zaashaya,z-a-shay-a,z-a-shay-a,za-shay-a
zaashayisa,z-a-shayis-a,z-a-shayis-a,za-shayis-a
zaashaywa,z-a-shayw-a,z-a-shayw-a,za-shayw-a
zaashesha,z-a-shesh-a,z-a-shesh-a,za-shesh-a
zaasheshiswa,z-a-sheshisw-a,z-a-sheshisw-a,za-sheshisw-a
zaashintsha,z-a-shintsh-a,z-a-shintsh-a,za-shintsh-a
zaashiwa,z-a-shiw-a,z-a-shiw-a,za-shiw-a
zaashiya,z-a-shiy-a,z-a-shiy-a,za-shiy-a
zaashuba,z-a-shub-a,z-a-shub-a,za-shub-a
zaashushumbisa,z-a-shushumbis-a,z-a-shushumbis-a,za-shushumbis-a
zaasibekela,z-a-sibekel-a,z-a-sibekel-a,za-sibekel-a
zaasikisela,z-a-sikisel-a,z-a-sikisel-a,za-sikisel-a
zaasilisa,z-a-silis-a,z-a-silis-a,za-silis-a
zaasindiswa,z-a-sindisw-a,z-a-sindisw-a,za-sindisw-a
zaasindwa,z-a-sindw-a,z-a-sindw-a,za-sindw-a
zaasishulwa,z-a-sishulw-a,z-a-sishulw-a,za-sishulw-a
zaasiza,z-a-siz-a,z-a-siz-a,za-siz-a
zaasizwa,z-a-sizw-a,z-a-sizw-a,za-sizw-a
zaasolwa,z-a-solw-a,z-a-solw-a,za-solw-a
zaasopha,z-a-soph-a,z-a-soph-a,za-soph-a
zaasula,z-a-sul-a,z-a-sul-a,za-sul-a
zaasulwa,z-a-sulw-a,z-a-sulw-a,za-sulw-a
zaasusa,z-a-sus-a,z-a-sus-a,za-sus-a
zaasutha,z-a-suth-a,z-a-suth-a,za-suth-a
zaasweleka,z-a-swelek-a,z-a-swelek-a,za-swelek-a
zaathaka,z-a-thak-a,z-a-thak-a,za-thak-a
zaathambisa,z-a-thambis-a,z-a-thambis-a,za-thambis-a
zaathanda,z-a-thand-a,z-a-thand-a,za-thand-a
zaathandwa,z-a-thandw-a,z-a-thandw-a,za-thandw-a
zaathatha,z-a-thath-a,z-a-thath-a,za-thath-a
zaathathelwa,z-a-thathelw-a,z-a-thathelw-a,za-thathelw-a
zaathemba,z-a-themb-a,z-a-themb-a,za-themb-a
zaathembisa,z-a-thembis-a,z-a-thembis-a,za-thembis-a
zaathenwa,z-a-thenw-a,z-a-thenw-a,za-thenw-a
zaathi,z-a-thi,z-a-thi,za-thi
zaathimba,z-a-thimb-a,z-a-thimb-a,za-thimb-aa-vulek-a
zaathinta,z-a-thint-a,z-a-thint-a,za-thint-a
zaathobeka,z-a-thobek-a,z-a-thobek-a,za-thobek-a
zaathola,z-a-thol-a,z-a-thol-a,za-thol-a
zaatholwa,z-a-tholw-a,z-a-tholw-a,za-tholw-a
zaathomba,z-a-thomb-a,z-a-thomb-a,za-thomb-a
zaathothana,z-a-thothan-a,z-a-thothan-a,za-thothan-a
zaathukuthela,z-a-thukuthel-a,z-a-thukuthel-a,za-thukuthel-a
zaathululwa,z-a-thululw-a,z-a-thululw-a,za-thululw-a
zaathuma,z-a-thum-a,z-a-thum-a,za-thum-a
zaathumela,z-a-thumel-a,z-a-thumel-a,za-thumel-a
zaathungela,z-a-thungel-a,z-a-thungel-a,za-thungel-a
zaathweswa,z-a-thwesw-a,z-a-thwesw-a,za-thwesw-a
zaatshatha,z-a-tshath-a,z-a-tshath-a,za-tshath-a
zaatshela,z-a-tshel-a,z-a-tshel-a,za-tshel-a
zaatshelwa,z-a-tshelw-a,z-a-tshelw-a,za-tshelw-a
zaatshengisa,z-a-tshengis-a,z-a-tshengis-a,za-tshengis-a
zaatusa,z-a-tus-a,z-a-tus-a,za-tus-a
zaatuswa,z-a-tusw-a,z-a-tusw-a,za-tusw-a
zaavakashela,z-a-vakashel-a,z-a-vakashel-a,za-vakashel-a
zaavama,z-a-vam-a,z-a-vam-a,za-vam-a
zaavela,z-a-vel-a,z-a-vel-a,za-vel-a
zaaveza,z-a-vez-a,z-a-vez-a,za-vez-a
zaavika,z-a-vik-a,z-a-vik-a,za-vik-a
zaavikela,z-a-vikel-a,z-a-vikel-a,za-vikel-a
zaavimba,z-a-vimb-a,z-a-vimb-a,za-vimb-a
zaavubukula,z-a-vubukul-a,z-a-vubukul-a,za-vubukul-a
zaavuma,z-a-vum-a,z-a-vum-a,za-vum-a
zaavumela,z-a-vumel-a,z-a-vumel-a,za-vumel-a
zaavuswa,z-a-vusw-a,z-a-vusw-a,za-vusw-a
zaavuthela,z-a-vuthel-a,z-a-vuthel-a,za-vuthel-a
zaavuvuzela,z-a-vuvuzel-a,z-a-vuvuzel-a,za-vuvuzel-a
zaaxakwa,z-a-xakw-a,z-a-xakw-a,za-xakw-a
zaaxazululeka,z-a-xazululek-a,z-a-xazululek-a,za-xazululek-a
zaaxwayisa,z-a-xwayis-a,z-a-xwayis-a,za-xwayis-a
zaaya,z-a-y-a,z-a-y-a,za-y-a
zaayala,z-a-yal-a,z-a-yal-a,za-yal-a
zaayekisa,z-a-yekis-a,z-a-yekis-a,za-yekis-a
zaayekwa,z-a-yekw-a,z-a-yekw-a,za-yekw-a
zaayenga,z-a-yeng-a,z-a-yeng-a,za-yeng-a
zaayengela,z-a-yengel-a,z-a-yengel-a,za-yengel-a
zaazama,z-a-zam-a,z-a-zam-a,za-zam-a
zaazanga,z-a-zang-a,z-a-zang-a,za-zang-a
zaazibula,z-a-zibul-a,z-a-zibul-a,za-zibul-a
zaazila,z-a-zil-a,z-a-zil-a,za-zil-a
zaazindela,z-a-zindel-a,z-a-zindel-a,za-zindel-a
zaazindlekela,z-a-zindlekel-a,z-a-zindlekel-a,za-zindlekel-a
zaaziphula,z-a-ziphul-a,z-a-ziphul-a,za-ziphul-a
zaaziya,z-a-ziy-a,z-a-ziy-a,za-ziy-a
zaazondana,z-a-zondan-a,z-a-zondan-a,za-zondan-a
zaazondelela,z-a-zondelel-a,z-a-zondelel-a,za-zondelel-a
zaazungezwa,z-a-zungezw-a,z-a-zungezw-a,za-zungezw-a
zaazuza,z-a-zuz-a,z-a-zuz-a,za-zuz-a
zaazwa,z-a-zwa,z-a-zwa,za-zwa
zaazwakalisa,z-a-zwakalis-a,z-a-zwakalis-a,za-zwakalis-a
zakheethusa,za-khe-ethus-a,za-khe-ethus-a,za-khe-ethus-a
zakhela,z-akhel-a,z-akhel-a,onkulunkulu
zakhele,z-akhel-e,z-akhel-e,onkulunkulu
zamminyanisa,z-a-m-minyanis-a,z-a-m-minyanis-a,za-m-minyanis-a
zammukula,z-a-m-mukul-a,z-a-m-mukul-a,za-m-mukul-a
zandulela,z-andulel-a,z-andulel-a,iminyaka
zangasola,z-a-nga-sol-a,z-a-nga-sol-a-bani,zangasol-a
zangathi,z-a-nga-thi,z-a-nga-thi-hhayi,zangathi
zasaazafuna,z-a-sa-zafun-a,z-a-sa-zafun-a,zasa-zafun-a
zasola,z-a-sol-a,z-a-sol-a-bani,zasol-a
zazela,zazel-a,zazel-a-qha,zazel-a
zazidlula,z-a-zi-dlul-a,z-a-zi-dlul-a-komkhulu,za-zi-dlul-a
zazinamagalelo,z-a-zi-n-a-ma-galelo,zazi-na-ma-galelo,zazina-magaleloa-phindelw-a
zazinetshe,z-a-zi-n-e-tshe,zazi-ne-tshe-boya,zazine-tshe
zazingaakhelene,z-a-zi-nga-akhelen-e,zazi-nga-akhelen-e,zazinga-akhelen-e
zazingaandiswe,z-a-zi-nga-andisw-e,zazi-nga-andisw-e,zazinga-andisw-e
zazingaanelisekile,z-a-zi-nga-anelisek-ile,zazi-nga-anelisek-ile,zazinga-anelisek-ile
zazingaaphukile,z-a-zi-nga-aphuk-ile,zazi-nga-aphuk-ile,zazinga-aphuk-ile
zazingaaziswe,z-a-zi-nga-azisw-e,zazi-nga-azisw-e,zazinga-azisw-e
zazingenakungabi,z-a-zi-nge-na-ku-nga-bi,o-nga-phasis-anga,zazingena-kungabi
zenzela,z-enzel-a,z-enzel-a,izinqumo
zesihe,ze-si-he,ze-si-he-hhayi,ze-sihe
zexabana,z-exaban-a,z-exaban-a,i-hambisen-e
zibahlulela,zi-b-ahlulel-a,zi-b-ahlulel-a-nokulunga,zi-b-ahlulel-a
zibhekwe,zi-bhekw-e,nge-so,zi-bhekw-e
zicebe,zi-ceb-e,zi-ceb-e,zi-ceb-en-om-a
zifezeke,zi-fezek-e,zi-fezek-e-hhayi,zi-fezek-e
zihlukanisa,zi-hlukanis-a,uku-hamb-a,zi-hlukanis-a
zilibile,zi-li-b-ile,zi-li-b-ile-mnandi,zi-li-b-ile
zilingana,zi-lingan-a,zi-lingan-a,zi-lingan-an-om-a
zimahlulela,zi-m-ahlulel-a,zi-m-ahlulel-a-kuka,zi-m-ahlulel-a
zimbeka,zi-mbek-a,uku-hamb-a,zi-mbek-a
zingahlukunyezwa,zi-nga-hlukunyezw-a,zi-nga-hlukunyezw-a-bani,zingahlukunyezw-a
zingakweleti,zi-nga-kwelet-i,zi-nga-kwelet-i-nomuntu,zingakwelet-i
zingawa,zi-nga-w-a,zi-nga-w-a-chithi,zingaw-a
zingenziwa,zi-ng-enziw-a,zi-ng-enziw-a-zonke,zingenziw-a
zingiphika,zi-ngi-phik-a,zi-ngi-phik-a-krestu,zi-ngi-phik-a
zinithinteke,zi-ni-thintek-e,zi-ni-thintek-e-ngqo,zi-ni-thintek-e
ziqoke,zi-qok-e,zi-qok-e-bani,ziqok-e
zisemasiminiyedlulwayo,zi-s-emasimini-edlulw-a-yo,zi-s-emasimini-edlulw-a-yo,zis-emasimini-edlulw-a-yo
ziyalukhanyisa,zi-ya-lu-khanyis-a,zi-ya-lu-khanyis-a-nxazonke,ziya-lu-khanyis-a
ziyanconcoza,zi-ya-nconcoz-a,zi-ya-nconcoz-a-zulu,zi-ya-nconcoz-a
ziyawa,zi-ya-w-a,zi-ya-w-a-zwi,zi-ya-w-a
ziyawazwa,zi-ya-wa-zwa,zi-ya-wa-zwa-mina,ziya-wa-zwa
ziyawukapakelani,zi-ya-wu-kapakel-a-ni,zi-ya-wu-kapakel-a-ni-nkulunkulu,ziya-wu-kapakel-a-ni
ziyehlukana,zi-y-ehlukan-a,zi-y-ehlukan-a-nxa,zi-y-ehlukan-a
ziyimisebenziyesabekayo,zi-y-i-mi-sebenzi-esabek-a-yo,zi-y-imi-sebenzi-esabek-a-yo,ziy-imisebenzi-esabek-a-yo
ziyohudulwa,zi-yo-hudulw-a,zi-yo-hudulw-a-zonke,ziyo-hudulw-a
ziyokuyokuzwa,zi-yoku-zwa,zi-yoku-zwa,ziyoku-zwa
ziyokwyokwambuka,zi-yo-kw-ambuk-a,zi-yokw-ambuk-a,ziyokw-ambuk-a
ziyokwyokwamukelisa,zi-yo-kw-amukelis-a,zi-yokw-amukelis-a,ziyokw-amukelis-a
ziyokwyokwazi,zi-yo-kw-azi,zi-yokw-azi,ziyokw-azi
ziyokwyokwemukela,zi-yo-kw-emukel-a,zi-yokw-emukel-a,ziyokw-emukel-a
ziyokwyokweya,zi-yo-kw-ey-a,zi-yokw-ey-a,ziyokw-ey-a
ziyotshela,zi-yo-tshel-a,zi-yo-tshel-a-zonke,ziyo-tshel-a
ziyoyobalana,zi-yo-balan-a,zi-yo-balan-a,ziyo-balan-a
ziyoyobambisisa,zi-yo-bambisis-a,zi-yo-bambisis-a,ziyo-bambisis-a
ziyoyobeka,zi-yo-bek-a,zi-yo-bek-a,ziyo-bek-a
ziyoyobona,zi-yo-bon-a,zi-yo-bon-a,ziyo-bon-a
ziyoyobusa,zi-yo-bus-a,zi-yo-bus-a,ziyo-bus-a
ziyoyochichima,zi-yo-chichim-a,zi-yo-chichim-a,ziyo-chichim-a
ziyoyofika,zi-yo-fik-a,zi-yo-fik-a,ziyo-fik-a
ziyoyofuna,zi-yo-fun-a,zi-yo-fun-a,ziyo-fun-a
ziyoyofunda,zi-yo-fund-a,zi-yo-fund-a,ziyo-fund-a
ziyoyogcina,zi-yo-gcin-a,zi-yo-gcin-a,ziyo-gcin-a
ziyoyogida,zi-yo-gid-a,zi-yo-gid-a,ziyo-gid-a
ziyoyogxilisa,zi-yo-gxilis-a,zi-yo-gxilis-a,ziyo-gxilis-a
ziyoyohlabana,zi-yo-hlaban-a,zi-yo-hlaban-a,ziyo-hlaban-a
ziyoyojabulela,zi-yo-jabulel-a,zi-yo-jabulel-a,ziyo-jabulel-a
ziyoyokhuliswa,zi-yo-khulisw-a,zi-yo-khulisw-a,ziyo-khulisw-a
ziyoyolahla,zi-yo-lahl-a,zi-yo-lahl-a,ziyo-lahl-a
ziyoyonakekelwa,zi-yo-nakekelw-a,zi-yo-nakekelw-a,ziyo-nakekelw-a
ziyoyonethisa,zi-yo-nethis-a,zi-yo-nethis-a,ziyo-nethis-a
ziyoyophazamisa,zi-yo-phazamis-a,zi-yo-phazamis-a,ziyo-phazamis-a
ziyoyophithanisa,zi-yo-phithanis-a,zi-yo-phithanis-a,ziyo-phithanis-a
ziyoyoqhelela,zi-yo-qhelel-a,zi-yo-qhelel-a,ziyo-qhelel-a
ziyoyoqinisa,zi-yo-qinis-a,zi-yo-qinis-a,ziyo-qinis-a
ziyoyoqoqa,zi-yo-qoq-a,zi-yo-qoq-a,ziyo-qoq-a
ziyoyoshaya,zi-yo-shay-a,zi-yo-shay-a,ziyo-shay-a
ziyoyosula,zi-yo-sul-a,zi-yo-sul-a,ziyo-sul-a
ziyoyothwalwa,zi-yo-thwalw-a,zi-yo-thwalw-a,ziyo-thwalw-a
zizokhulekelani,zi-zo-khulekel-a-ni,zi-zo-khulekel-a-ni-nga,zizo-khulekel-a-ni
zizokuzokuba,zi-zoku-b-a,zi-zoku-b-a,zizoku-b-a
zizokuzokudla,zi-zoku-dl-a,zi-zoku-dl-a,zizoku-dl-a
zizokuzokukha,zi-zoku-kh-a,zi-zoku-kh-a,zizoku-kh-a
zizokuzokuma,zi-zoku-m-a,zi-zoku-m-a,zizoku-m-a
zizokuzokuthi,zi-zoku-thi,zi-zoku-thi,zizoku-thi
zizokuzokuya,zi-zoku-y-a,zi-zoku-y-a,zizoku-y-a
zizokwakha,zi-zo-kw-akh-a,zi-zokw-akh-a-nxazonke,zizokw-akh-a
zizokwwega,zi-zo-kw-w-eg-a,zi-zokw-w-eg-a,zizokw-w-eg-a
zizokwwela,zi-zo-kw-w-el-a,zi-zokw-w-el-a,zizokw-w-el-a
zizokwwenza,zi-zo-kw-w-enz-a,zi-zokw-w-enz-a,zizokw-w-enz-a
zizokwzokwaba,zi-zo-kw-ab-a,zi-zokw-ab-a,zizokw-ab-a
zizokwzokwahlukaniselana,zi-zo-kw-ahlukaniselan-a,zi-zokw-ahlukaniselan-a,zizokw-ahlukaniselan-a
zizokwzokwakhela,zi-zo-kw-akhel-a,zi-zokw-akhel-a,zizokw-akhel-a
zizokwzokwaluka,zi-zo-kw-aluk-a,zi-zokw-aluk-a,zizokw-aluk-a
zizokwzokwamukisa,zi-zo-kw-amukis-a,zi-zokw-amukis-a,zizokw-amukis-a
zizokwzokwandisa,zi-zo-kw-andis-a,zi-zokw-andis-a,zizokw-andis-a
zizokwzokwanya,zi-zo-kw-any-a,zi-zokw-any-a,zizokw-any-a
zizokwzokwazi,zi-zo-kw-azi,zi-zokw-azi,zizokw-azi
zizokwzokwebiwa,zi-zo-kw-ebiw-a,zi-zokw-ebiw-a,zizokw-ebiw-a
zizokwzokwedlula,zi-zo-kw-edlul-a,zi-zokw-edlul-a,zizokw-edlul-a
zizokwzokwefundisa,zi-zo-kw-efundis-a,zi-zokw-efundis-a,zizokw-efundis-a
zizokwzokwega,zi-zo-kw-eg-a,zi-zokw-eg-a,zizokw-eg-a
zizokwzokwehla,zi-zo-kw-ehl-a,zi-zokw-ehl-a,zizokw-ehl-a
zizokwzokwembathiswa,zi-zo-kw-embathisw-a,zi-zokw-embathisw-a,zizokw-embathisw-a
zizokwzokwendlalela,zi-zo-kw-endlalel-a,zi-zokw-endlalel-a,zizokw-endlalel-a
zizokwzokwengeza,zi-zo-kw-engez-a,zi-zokw-engez-a,zizokw-engez-a
zizokwzokwenza,zi-zo-kw-enz-a,zi-zokw-enz-a,zizokw-enz-a
zizokwzokwenzeka,zi-zo-kw-enzek-a,zi-zokw-enzek-a,zizokw-enzek-a
zizokwzokwenziswa,zi-zo-kw-enzisw-a,zi-zokw-enzisw-a,zizokw-enzisw-a
zizokwzokwesabela,zi-zo-kw-esabel-a,zi-zokw-esabel-a,zizokw-esabel-a
zizokwzokwesabisa,zi-zo-kw-esabis-a,zi-zokw-esabis-a,zizokw-esabis-a
zizokwzokwesabiswa,zi-zo-kw-esabisw-a,zi-zokw-esabisw-a,zizokw-esabisw-a
zizokwzokwesulwa,zi-zo-kw-esulw-a,zi-zokw-esulw-a,zizokw-esulw-a
zizokwzokwethwala,zi-zo-kw-ethwal-a,zi-zokw-ethwal-a,zizokw-ethwal-a
zizokwzokwokha,zi-zo-kw-okh-a,zi-zokw-okh-a,zizokw-okh-a
zizokwzokwoma,zi-zo-kw-om-a,zi-zokw-om-a,zizokw-om-a
zizokwzokwothula,zi-zo-kw-othul-a,zi-zokw-othul-a,zizokw-othul-a
zizolendlela,zi-zo-lendlel-a,zi-zo-lendlel-a-somandla,zizo-lendlel-a
zizomminya,zi-zo-m-miny-a,zi-zo-m-miny-a,zizo-m-miny-a
zizooma,zi-zo-om-a,zi-zo-om-a,zizo-om-a
zizoomisiwa,zi-zo-omisiw-a,zi-zo-omisiw-a,zizo-omisiw-a
zizozobabaza,zi-zo-babaz-a,zi-zo-babaz-a,zizo-babaz-a
zizozobala,zi-zo-bal-a,zi-zo-bal-a,zizo-bal-a
zizozobandlululwa,zi-zo-bandlululw-a,zi-zo-bandlululw-a,zizo-bandlululw-a
zizozobangana,zi-zo-bangan-a,zi-zo-bangan-a,zizo-bangan-a
zizozobangela,zi-zo-bangel-a,zi-zo-bangel-a,zizo-bangel-a
zizozobangwa,zi-zo-bangw-a,zi-zo-bangw-a,zizo-bangw-a
zizozobekezela,zi-zo-bekezel-a,zi-zo-bekezel-a,zizo-bekezel-a
zizozobeletha,zi-zo-beleth-a,zi-zo-beleth-a,zizo-beleth-a
zizozobhalela,zi-zo-bhalel-a,zi-zo-bhalel-a,zizo-bhalel-a
zizozobheka,zi-zo-bhek-a,zi-zo-bhek-a,zizo-bhek-a
zizozobhekisisa,zi-zo-bhekisis-a,zi-zo-bhekisis-a,zizo-bhekisis-a
zizozobhekiswa,zi-zo-bhekisw-a,zi-zo-bhekisw-a,zizo-bhekisw-a
zizozobhibhisa,zi-zo-bhibhis-a,zi-zo-bhibhis-a,zizo-bhibhis-a
zizozobhukula,zi-zo-bhukul-a,zi-zo-bhukul-a,zizo-bhukul-a
zizozobikela,zi-zo-bikel-a,zi-zo-bikel-a,zizo-bikel-a
zizozobikezelwa,zi-zo-bikezelw-a,zi-zo-bikezelw-a,zizo-bikezelw-a
zizozobiza,zi-zo-biz-a,zi-zo-biz-a,zizo-biz-a
zizozobona,zi-zo-bon-a,zi-zo-bon-a,zizo-bon-a
zizozobonisa,zi-zo-bonis-a,zi-zo-bonis-a,zizo-bonis-a
zizozobulala,zi-zo-bulal-a,zi-zo-bulal-a,zizo-bulal-a
zizozobuya,zi-zo-buy-a,zi-zo-buy-a,zizo-buy-a
zizozobuyeka,zi-zo-buyek-a,zi-zo-buyek-a,zizo-buyek-a
zizozocabanga,zi-zo-cabang-a,zi-zo-cabang-a,zizo-cabang-a
zizozocabangela,zi-zo-cabangel-a,zi-zo-cabangel-a,zizo-cabangel-a
zizozocabangisisa,zi-zo-cabangisis-a,zi-zo-cabangisis-a,zizo-cabangisis-a
zizozochasisela,zi-zo-chasisel-a,zi-zo-chasisel-a,zizo-chasisel-a
zizozochaza,zi-zo-chaz-a,zi-zo-chaz-a,zizo-chaz-a
zizozocwazimula,zi-zo-cwazimul-a,zi-zo-cwazimul-a,zizo-cwazimul-a
zizozocwilisa,zi-zo-cwilis-a,zi-zo-cwilis-a,zizo-cwilis-a
zizozodambisela,zi-zo-dambisel-a,zi-zo-dambisel-a,zizo-dambisel-a
zizozodelisa,zi-zo-delis-a,zi-zo-delis-a,zizo-delis-a
zizozodinga,zi-zo-ding-a,zi-zo-ding-a,zizo-ding-a
zizozodingeka,zi-zo-dingek-a,zi-zo-dingek-a,zizo-dingek-a
zizozodlula,zi-zo-dlul-a,zi-zo-dlul-a,zizo-dlul-a
zizozodlulela,zi-zo-dlulel-a,zi-zo-dlulel-a,zizo-dlulel-a
zizozodukisa,zi-zo-dukis-a,zi-zo-dukis-a,zizo-dukis-a
zizozodumisa,zi-zo-dumis-a,zi-zo-dumis-a,zizo-dumis-a
zizozofaka,zi-zo-fak-a,zi-zo-fak-a,zizo-fak-a
zizozofebela,zi-zo-febel-a,zi-zo-febel-a,zizo-febel-a
zizozofezwa,zi-zo-fezw-a,zi-zo-fezw-a,zizo-fezw-a
zizozofingqa,zi-zo-fingq-a,zi-zo-fingq-a,zizo-fingq-a
zizozofinyelela,zi-zo-finyelel-a,zi-zo-finyelel-a,zizo-finyelel-a
zizozofiphazwa,zi-zo-fiphazw-a,zi-zo-fiphazw-a,zizo-fiphazw-a
zizozofisela,zi-zo-fisel-a,zi-zo-fisel-a,zizo-fisel-a
zizozofuna,zi-zo-fun-a,zi-zo-fun-a,zizo-fun-a
zizozofundelwa,zi-zo-fundelw-a,zi-zo-fundelw-a,zizo-fundelw-a
zizozofundisa,zi-zo-fundis-a,zi-zo-fundis-a,zizo-fundis-a
zizozofunyanwa,zi-zo-funyanw-a,zi-zo-funyanw-a,zizo-funyanw-a
zizozofuqa,zi-zo-fuq-a,zi-zo-fuq-a,zizo-fuq-a
zizozofutheka,zi-zo-futhek-a,zi-zo-futhek-a,zizo-futhek-a
zizozogagula,zi-zo-gagul-a,zi-zo-gagul-a,zizo-gagul-a
zizozogcina,zi-zo-gcin-a,zi-zo-gcin-a,zizo-gcin-a
zizozogcwala,zi-zo-gcwal-a,zi-zo-gcwal-a,zizo-gcwal-a
zizozogebhula,zi-zo-gebhul-a,zi-zo-gebhul-a,zizo-gebhul-a
zizozogida,zi-zo-gid-a,zi-zo-gid-a,zizo-gid-a
zizozogqokela,zi-zo-gqokel-a,zi-zo-gqokel-a,zizo-gqokel-a
zizozogubha,zi-zo-gubh-a,zi-zo-gubh-a,zizo-gubh-a
zizozogudlulela,zi-zo-gudlulel-a,zi-zo-gudlulel-a,zizo-gudlulel-a
zizozogulela,zi-zo-gulel-a,zi-zo-gulel-a,zizo-gulel-a
zizozogwavuma,zi-zo-gwavum-a,zi-zo-gwavum-a,zizo-gwavum-a
zizozogwaza,zi-zo-gwaz-a,zi-zo-gwaz-a,zizo-gwaz-a
zizozogwema,zi-zo-gwem-a,zi-zo-gwem-a,zizo-gwem-a
zizozohabula,zi-zo-habul-a,zi-zo-habul-a,zizo-habul-a
zizozohamba,zi-zo-hamb-a,zi-zo-hamb-a,zizo-hamb-a
zizozohambisa,zi-zo-hambis-a,zi-zo-hambis-a,zizo-hambis-a
zizozohlala,zi-zo-hlal-a,zi-zo-hlal-a,zizo-hlal-a
zizozohlanganisa,zi-zo-hlanganis-a,zi-zo-hlanganis-a,zizo-hlanganis-a
zizozohlaselwa,zi-zo-hlaselw-a,zi-zo-hlaselw-a,zizo-hlaselw-a
zizozohlebeza,zi-zo-hlebez-a,zi-zo-hlebez-a,zizo-hlebez-a
zizozohlinzeka,zi-zo-hlinzek-a,zi-zo-hlinzek-a,zizo-hlinzek-a
zizozohlola,zi-zo-hlol-a,zi-zo-hlol-a,zizo-hlol-a
zizozohlolisisa,zi-zo-hlolisis-a,zi-zo-hlolisis-a,zizo-hlolisis-a
zizozohlolwa,zi-zo-hlolw-a,zi-zo-hlolw-a,zizo-hlolw-a
zizozohlonipheka,zi-zo-hloniphek-a,zi-zo-hloniphek-a,zizo-hloniphek-a
zizozohlumela,zi-zo-hlumel-a,zi-zo-hlumel-a,zizo-hlumel-a
zizozohulula,zi-zo-hulul-a,zi-zo-hulul-a,zizo-hulul-a
zizozohumushela,zi-zo-humushel-a,zi-zo-humushel-a,zizo-humushel-a
zizozojabulela,zi-zo-jabulel-a,zi-zo-jabulel-a,zizo-jabulel-a
zizozojikela,zi-zo-jikel-a,zi-zo-jikel-a,zizo-jikel-a
zizozojikeleza,zi-zo-jikelez-a,zi-zo-jikelez-a,zizo-jikelez-a
zizozokama,zi-zo-kam-a,zi-zo-kam-a,zizo-kam-a
zizozokhafulela,zi-zo-khafulel-a,zi-zo-khafulel-a,zizo-khafulel-a
zizozokhangelela,zi-zo-khangelel-a,zi-zo-khangelel-a,zizo-khangelel-a
zizozokhathazwa,zi-zo-khathazw-a,zi-zo-khathazw-a,zizo-khathazw-a
zizozokhawulela,zi-zo-khawulel-a,zi-zo-khawulel-a,zizo-khawulel-a
zizozokheka,zi-zo-khek-a,zi-zo-khek-a,zizo-khek-a
zizozokhetha,zi-zo-kheth-a,zi-zo-kheth-a,zizo-kheth-a
zizozokhipha,zi-zo-khiph-a,zi-zo-khiph-a,zizo-khiph-a
zizozokhiphela,zi-zo-khiphel-a,zi-zo-khiphel-a,zizo-khiphel-a
zizozokhokhelwa,zi-zo-khokhelw-a,zi-zo-khokhelw-a,zizo-khokhelw-a
zizozokhothama,zi-zo-khotham-a,zi-zo-khotham-a,zizo-khotham-a
zizozokhuculula,zi-zo-khuculul-a,zi-zo-khuculul-a,zizo-khuculul-a
zizozokhulekela,zi-zo-khulekel-a,zi-zo-khulekel-a,zizo-khulekel-a
zizozokhulisa,zi-zo-khulis-a,zi-zo-khulis-a,zizo-khulis-a
zizozokhulumisa,zi-zo-khulumis-a,zi-zo-khulumis-a,zizo-khulumis-a
zizozokhungatha,zi-zo-khungath-a,zi-zo-khungath-a,zizo-khungath-a
zizozokhunyulwa,zi-zo-khunyulw-a,zi-zo-khunyulw-a,zizo-khunyulw-a
zizozokhuthazelela,zi-zo-khuthazelel-a,zi-zo-khuthazelel-a,zizo-khuthazelel-a
zizozokhuza,zi-zo-khuz-a,zi-zo-khuz-a,zizo-khuz-a
zizozokhwezela,zi-zo-khwezel-a,zi-zo-khwezel-a,zizo-khwezel-a
zizozoklukluluza,zi-zo-klukluluz-a,zi-zo-klukluluz-a,zizo-klukluluz-a
zizozokopolota,zi-zo-kopolot-a,zi-zo-kopolot-a,zizo-kopolot-a
zizozolala,zi-zo-lal-a,zi-zo-lal-a,zizo-lal-a
zizozolandelwa,zi-zo-landelw-a,zi-zo-landelw-a,zizo-landelw-a
zizozolangazelela,zi-zo-langazelel-a,zi-zo-langazelel-a,zizo-langazelel-a
zizozolilwa,zi-zo-lilw-a,zi-zo-lilw-a,zizo-lilw-a
zizozoloba,zi-zo-lob-a,zi-zo-lob-a,zizo-lob-a
zizozolwela,zi-zo-lwel-a,zi-zo-lwel-a,zizo-lwel-a
zizozolwisa,zi-zo-lwis-a,zi-zo-lwis-a,zizo-lwis-a
zizozombozwa,zi-zo-mbozw-a,zi-zo-mbozw-a,zizo-mbozw-a
zizozomeka,zi-zo-mek-a,zi-zo-mek-a,zizo-mek-a
zizozomilela,zi-zo-milel-a,zi-zo-milel-a,zizo-milel-a
zizozominyanisa,zi-zo-minyanis-a,zi-zo-minyanis-a,zizo-minyanis-a
zizozomisa,zi-zo-mis-a,zi-zo-mis-a,zizo-mis-a
zizozomiswa,zi-zo-misw-a,zi-zo-misw-a,zizo-misw-a
